172,21,194,144
172,20,19,133
130,126,149,240
172,23,1,128
172,20,19,84
192,17,2,16
172,21,160,15
172,20,19,227
172,22,81,128
128,174,248,0
172,21,127,152
172,21,142,80
172,22,247,0
128,174,36,0
172,20,47,136
172,21,244,112
172,21,88,0
128,174,206,96
172,21,116,111
128,174,137,115
172,20,116,128
172,22,52,64
192,17,118,96
172,20,104,68
128,174,69,0
128,174,56,252
172,20,106,36
172,21,26,0
172,21,145,232
172,20,8,48
128,174,56,231
128,174,250,160
192,17,18,96
172,21,39,128
172,21,142,160
172,22,115,64
172,21,112,57
172,20,102,4
192,17,35,224
192,17,119,64
130,126,149,128
192,17,21,192
130,126,253,64
172,20,19,131
192,17,39,7
192,17,60,8
172,22,114,0
172,21,185,160
172,23,81,0
172,20,19,192
172,23,40,0
130,126,100,32
192,17,120,96
172,21,116,128
192,17,244,128
130,126,253,128
192,17,39,10
172,22,46,128
172,20,48,120
172,21,122,64
172,20,96,8
192,17,88,28
130,126,156,64
172,20,40,160
192,17,55,8
172,23,30,128
172,20,48,172
192,17,3,64
172,23,128,0
172,20,101,36
128,174,137,216
128,174,250,160
128,174,12,192
172,21,152,160
172,21,185,32
172,22,18,128
130,126,144,0
172,21,173,0
172,20,100,40
172,20,19,27
128,174,95,160
128,174,228,151
172,20,24,52
172,21,126,232
128,174,137,222
172,20,48,96
172,20,19,85
172,21,208,0
172,20,48,128
192,17,39,67
192,17,16,14
172,20,21,16
172,22,52,56
172,21,116,94
172,20,19,140
172,21,155,96
130,126,0,114
172,20,19,216
128,174,93,128
172,21,112,50
128,174,88,128
192,17,35,32
172,16,85,96
172,20,20,160
150,2,0,0
10,225,248,0
172,20,103,148
130,126,106,192
172,22,124,160
172,20,100,52
128,174,228,207
130,126,29,215
172,20,39,144
128,174,38,104
130,126,29,128
72,36,80,56
128,174,228,13
172,20,25,248
130,126,0,200
72,36,81,32
172,20,21,35
172,21,1,28
172,20,47,84
172,21,194,0
172,21,70,0
172,22,134,128
192,17,87,0
172,22,213,128
128,174,129,0
128,174,99,0
172,21,99,0
172,22,173,0
172,20,19,10
172,21,65,80
172,21,129,192
128,174,32,0
192,17,93,64
172,20,104,76
172,22,133,80
128,174,137,32
172,20,47,220
172,21,116,154
172,20,102,248
128,174,32,128
172,21,186,64
172,21,188,32
128,174,120,0
172,21,116,174
172,20,105,132
128,174,137,56
