172,21,117,44
130,126,98,134
172,21,148,160
130,126,99,84
192,17,16,127
172,22,112,32
172,21,233,6
130,126,235,164
130,126,200,55
128,174,124,0
130,126,205,137
130,126,66,0
172,20,10,159
172,21,70,0
72,36,81,64
72,36,91,224
172,20,99,112
130,126,233,5
172,20,101,144
130,126,101,0
172,22,210,0
172,20,19,73
172,20,19,47
172,21,30,0
172,21,232,225
130,126,99,129
172,20,19,38
172,23,38,1
172,21,131,128
172,21,50,192
172,20,47,36
172,21,181,0
172,20,106,120
172,21,124,32
192,17,116,128
172,21,67,64
172,22,152,0
192,17,90,35
192,17,15,160
172,21,37,64
172,20,103,112
172,21,26,128
172,21,10,168
172,22,71,0
130,126,233,30
130,126,207,231
192,17,91,128
172,20,19,101
128,174,203,72
172,21,124,144
172,21,64,32
172,22,106,128
128,174,43,67
172,20,105,168
128,174,74,0
172,21,110,128
172,21,80,40
172,21,117,169
130,126,5,101
128,174,3,192
130,126,234,204
130,126,232,2
172,23,98,128
172,21,162,9
130,126,205,208
172,20,19,68
130,126,98,132
130,126,234,150
130,126,25,0
172,21,130,160
72,36,80,80
130,126,233,118
130,126,7,81
128,174,203,209
172,23,24,0
128,174,67,240
130,126,5,203
130,126,162,0
172,22,135,128
192,17,116,208
130,126,97,110
172,23,70,0
172,22,117,38
172,22,4,224
172,23,39,7
172,23,136,0
128,174,43,9
128,174,43,28
172,22,208,0
172,21,64,64
128,174,202,110
130,126,99,237
172,23,6,64
128,174,203,160
172,23,6,128
130,126,98,239
192,17,117,64
172,21,229,0
172,20,102,184
172,22,85,0
72,36,80,28
130,126,156,96
128,174,112,0
192,17,119,64
172,20,8,0
128,174,202,104
172,20,101,228
130,126,233,106
128,174,129,0
192,17,113,224
128,174,43,99
128,174,98,18
172,21,172,0
172,23,102,0
172,21,117,190
172,22,137,0
130,126,24,48
130,126,205,2
128,174,20,240
172,21,117,111
172,21,117,160
72,36,88,0
130,126,29,64
130,126,7,206
130,126,205,88
172,20,40,128
172,23,58,0
172,20,20,192
172,21,152,160
172,21,9,174
130,126,24,16
128,174,203,217
172,21,113,41
130,126,233,86
128,174,30,0
128,174,46,64
192,17,169,0
130,126,235,175
172,20,11,53
172,22,23,157
130,126,115,0
128,174,203,6
172,22,48,0
172,20,19,146
172,20,19,120
130,126,97,231
192,17,90,113
72,36,127,180
130,126,99,13
130,126,6,99
130,126,233,75
172,22,240,16
172,20,11,51
172,23,39,231
