172,20,47,164
130,126,2,132
172,22,250,0
72,36,80,64
128,174,214,192
172,20,19,177
192,17,245,144
130,126,255,0
172,20,19,113
172,20,96,192
172,22,52,56
172,21,101,128
128,174,20,128
172,21,131,128
172,22,25,128
192,17,55,29
128,174,1,32
128,174,216,0
172,21,145,96
128,174,66,0
172,23,98,128
192,17,91,160
172,21,126,0
172,20,19,59
172,22,51,128
172,21,154,16
172,20,96,8
192,17,23,224
128,174,2,64
172,20,103,32
172,20,102,184
130,126,253,32
172,21,50,192
172,20,97,0
172,23,6,64
172,22,106,32
172,20,116,0
172,20,106,156
172,23,101,0
192,17,9,32
172,23,65,128
172,20,19,227
128,174,81,224
10,224,0,0
172,22,3,0
172,20,41,112
128,174,101,0
10,225,248,0
128,174,59,64
172,21,131,32
130,126,200,0
172,20,93,72
172,20,19,171
172,20,104,84
172,22,115,144
172,23,110,0
192,17,115,48
192,17,122,96
172,23,52,164
72,36,127,180
172,20,40,0
128,174,144,192
172,22,106,64
207,107,204,66
130,126,72,0
128,174,20,96
192,17,58,64
172,20,20,8
172,23,22,0
130,126,40,128
172,20,100,76
172,23,55,121
172,20,105,192
172,20,151,120
130,126,100,32
172,20,106,108
172,22,64,0
128,174,228,0
172,23,92,224
192,17,240,0
172,21,124,112
172,20,103,112
172,20,48,12
172,22,133,80
172,20,102,80
172,20,36,64
172,20,104,216
172,21,124,96
192,17,116,208
128,174,20,240
172,21,209,0
172,22,4,192
172,23,85,0
172,22,216,0
128,174,42,0
172,20,19,189
172,21,134,0
192,17,88,32
172,21,117,0
192,17,60,211
172,20,19,95
172,20,101,220
172,20,103,136
130,126,100,224
172,20,104,176
172,22,0,0
172,20,100,48
192,17,245,224
130,126,0,208
172,20,97,71
192,17,188,0
172,23,53,121
128,174,61,181
130,126,0,140
172,23,30,0
192,17,232,0
172,21,122,8
172,21,50,160
192,17,3,0
172,22,116,128
172,21,166,0
192,17,117,64
172,21,233,0
128,174,150,0
128,174,132,0
172,21,142,128
128,174,202,0
192,17,86,176
128,174,91,24
172,22,171,192
172,21,123,80
128,174,95,224
172,20,101,24
172,21,118,0
192,17,123,192
172,22,18,0
172,23,122,0
172,23,134,128
192,17,179,160
192,17,33,128
130,126,31,0
172,20,47,224
192,17,60,210
172,23,118,0
192,17,183,0
192,17,89,128
130,126,0,240
130,126,166,0
172,21,102,128
192,17,24,0
172,20,48,112
172,20,3,0
172,21,171,128
192,17,244,48
172,20,120,40
172,20,151,240
172,21,64,80
172,21,230,0
172,23,7,0
172,23,125,192
172,22,114,32
192,17,118,160
172,20,105,56
172,20,24,68
172,22,53,96
172,20,20,168
192,17,22,16
172,20,16,0
172,22,71,0
128,174,42,240
128,174,78,128
172,22,135,128
192,17,95,220
172,20,39,192
128,174,61,64
128,174,109,0
172,20,40,32
172,21,64,16
130,126,196,0
192,17,238,128
172,20,21,11
192,17,64,144
172,21,181,0
172,21,64,176
172,20,103,192
172,20,101,0
192,17,14,0
192,17,247,0
172,21,50,144
172,21,57,0
192,17,84,0
172,20,102,124
192,17,245,80
172,20,98,192
172,20,21,3
172,20,24,20
192,17,15,192
172,20,151,192
172,20,91,192
128,174,185,0
192,17,45,224
172,20,19,3
172,16,76,0
172,21,65,32
128,174,70,96
172,16,66,0
172,20,97,32
72,36,80,74
172,23,95,64
172,22,81,96
130,126,149,240
172,22,87,0
172,22,240,24
128,174,93,128
172,20,96,16
172,20,101,36
172,20,28,160
172,20,19,11
192,17,55,96
172,22,26,0
130,126,58,0
172,23,134,112
172,23,130,0
172,23,80,0
172,20,24,73
172,23,125,224
172,20,104,140
172,21,135,0
128,174,188,0
172,20,19,176
172,16,85,96
172,22,55,0
172,20,102,56
192,17,179,0
130,126,102,64
128,174,0,168
128,174,8,64
130,126,41,128
172,22,4,128
172,20,106,80
172,20,19,10
192,17,123,96
172,22,173,128
172,21,127,144
118,69,169,105
172,20,105,188
72,36,64,24
128,174,138,0
10,225,244,0
192,17,87,192
130,126,41,0
128,174,102,0
192,17,115,128
172,20,19,31
128,174,33,149
172,20,102,164
172,21,132,128
130,126,150,32
192,17,32,0
130,126,156,192
128,174,12,128
192,17,113,192
128,174,61,178
172,22,42,64
192,17,247,192
172,20,103,152
130,126,156,192
192,17,112,224
130,126,9,0
172,20,19,163
172,20,104,108
128,174,238,0
192,17,22,64
192,17,69,128
172,21,180,0
