130,126,230,247
128,174,90,40
172,23,125,224
128,174,90,244
192,17,81,224
172,21,145,224
172,20,19,249
130,126,35,208
192,17,86,64
172,22,175,128
172,21,122,176
128,174,114,0
130,126,36,254
172,21,122,160
72,36,96,0
72,36,80,0
192,17,112,224
192,17,60,16
172,16,80,176
130,126,33,180
172,21,3,0
130,126,82,89
130,126,38,185
172,20,29,128
172,20,19,226
72,36,104,0
130,126,38,170
192,17,18,211
172,21,174,0
172,23,67,0
128,174,171,0
172,21,192,128
172,23,105,128
172,20,96,128
172,23,14,0
172,23,98,128
192,17,39,0
192,17,218,216
172,21,98,128
172,23,94,128
128,174,107,28
192,17,55,8
130,126,228,106
130,126,120,0
172,21,42,0
128,174,90,30
128,174,194,31
130,126,82,193
172,23,109,0
172,20,48,164
172,22,81,0
172,21,68,224
172,21,58,0
128,174,46,32
172,21,225,0
192,17,100,0
128,174,192,0
172,20,12,132
130,126,34,233
130,126,35,85
172,21,159,0
130,126,33,162
128,174,124,0
172,20,19,74
172,21,224,192
130,126,82,83
130,126,153,0
192,17,37,192
172,22,228,0
172,23,1,96
172,21,123,48
192,17,168,96
172,23,134,96
172,20,93,128
172,23,94,64
172,21,154,64
128,174,11,0
172,22,51,64
172,21,194,208
128,174,38,144
172,20,102,248
128,174,107,66
192,17,18,134
172,20,24,8
192,17,41,95
172,20,101,136
172,20,106,68
172,22,112,8
172,22,48,0
192,17,169,0
172,20,20,224
172,20,104,144
128,174,33,128
172,21,140,192
172,20,101,144
172,21,171,48
172,20,28,224
172,20,100,212
128,174,107,33
130,126,92,0
172,22,42,160
172,22,94,0
172,20,33,0
130,126,33,206
192,17,112,64
192,17,115,48
172,20,150,128
128,174,106,7
192,17,9,0
130,126,27,0
128,174,90,218
128,174,119,96
172,20,102,236
192,17,56,0
172,20,13,2
192,17,115,96
172,16,95,128
128,174,194,176
172,23,76,0
130,126,231,167
172,20,12,69
172,22,144,0
192,17,64,144
172,20,104,176
172,21,97,64
172,21,244,0
192,17,34,80
172,20,102,200
172,23,128,0
130,126,227,135
172,21,128,0
128,174,43,128
130,126,229,210
128,174,200,224
172,20,104,40
172,23,20,0
172,23,11,128
130,126,35,213
130,126,37,124
172,23,43,105
172,20,104,64
128,174,1,64
128,174,0,22
130,126,83,84
130,126,82,246
172,20,105,240
192,17,218,236
128,174,145,96
128,174,90,193
172,20,2,96
130,126,151,0
172,23,135,0
130,126,37,122
192,17,43,74
172,20,12,8
172,22,46,0
192,17,5,0
