172,22,23,0
192,88,99,1
192,17,244,96
192,17,245,80
130,126,0,174
128,174,53,101
172,20,2,64
172,23,130,0
130,126,14,96
172,21,144,64
130,126,29,144
172,21,119,167
172,21,155,0
128,174,132,0
130,126,0,114
172,20,20,200
172,20,101,204
130,126,89,70
172,21,119,59
130,126,19,208
172,20,151,64
128,174,122,62
192,17,67,199
128,174,123,216
128,174,122,144
192,17,240,0
128,174,43,0
172,22,26,184
130,126,88,196
172,20,38,64
130,126,91,77
128,174,141,156
130,126,89,52
128,174,123,56
172,20,27,128
128,174,162,209
172,21,246,192
128,174,122,241
192,17,67,18
192,17,59,128
130,126,17,45
172,22,26,87
192,17,66,85
172,21,80,32
192,17,247,207
172,20,103,236
172,21,119,147
130,126,146,0
192,17,60,0
172,20,14,56
172,21,119,48
192,17,10,60
172,22,26,220
172,22,154,0
172,21,42,0
172,22,26,4
172,22,163,0
192,17,189,216
128,174,53,79
130,126,150,128
172,21,178,97
128,174,151,85
172,21,119,213
172,21,141,0
172,21,122,64
128,174,141,20
172,20,96,160
172,21,141,32
172,21,244,64
130,126,90,76
130,126,16,200
72,36,80,76
130,126,156,32
130,126,32,0
192,17,34,75
130,126,17,248
172,20,100,14
172,22,221,64
172,21,156,0
172,21,132,192
172,20,19,147
128,174,67,240
172,20,24,44
172,20,37,48
128,174,162,216
172,20,19,42
172,23,28,0
130,126,88,205
192,17,44,0
172,22,128,0
130,126,90,46
130,126,19,146
130,126,89,182
130,126,19,117
172,20,14,60
128,174,146,46
172,20,96,48
172,21,209,64
130,126,18,186
172,20,105,80
192,17,104,56
130,126,16,191
130,126,17,175
128,174,182,128
130,126,17,223
130,126,220,0
172,21,124,48
172,20,19,193
172,21,248,128
130,126,91,160
172,20,104,88
130,126,18,220
130,126,41,128
172,20,47,124
192,17,66,144
128,174,150,27
128,174,178,85
128,174,19,60
128,174,177,235
130,126,19,187
172,20,19,90
128,174,151,192
172,21,25,7
130,126,88,207
130,126,91,249
172,20,48,44
192,17,67,19
172,20,104,188
172,21,189,128
172,20,105,72
172,20,20,172
128,174,146,108
130,126,17,32
128,174,88,0
172,20,102,24
128,174,122,145
192,17,87,0
172,20,14,89
172,21,119,172
130,126,91,13
128,174,177,23
172,21,178,7
172,20,100,122
128,174,123,246
172,20,19,176
172,20,19,126
128,174,162,206
172,20,41,48
172,23,46,92
192,17,91,160
192,17,183,0
172,20,41,208
130,126,40,128
172,21,166,11
130,126,17,115
128,174,162,212
172,21,155,192
192,17,179,160
192,17,115,128
172,20,103,12
130,126,18,149
172,21,178,13
130,126,89,78
172,21,178,17
128,174,141,61
192,17,84,0
128,174,123,163
172,20,102,80
192,17,69,0
172,21,171,192
130,126,148,67
192,17,121,48
130,126,18,157
130,126,14,0
172,21,24,105
128,174,71,0
130,126,88,66
172,21,145,232
128,174,146,96
172,21,69,0
172,22,131,192
172,21,115,20
128,174,123,37
130,126,18,62
130,126,17,35
128,174,141,8
128,174,150,55
192,17,66,136
130,126,103,192
172,22,18,0
128,174,119,81
172,21,226,0
192,17,109,64
172,20,14,29
172,21,52,128
130,126,18,152
172,20,18,66
130,126,17,84
172,20,96,64
130,126,16,230
130,126,102,88
128,174,58,0
192,17,21,16
128,174,151,137
130,126,90,241
172,22,27,74
172,20,101,236
172,22,10,0
130,126,16,194
172,21,6,0
128,174,122,208
130,126,89,92
192,17,82,192
130,126,16,190
172,21,125,128
192,17,95,216
192,17,191,0
130,126,18,195
192,17,67,205
130,126,90,23
130,126,19,85
172,20,48,52
172,22,104,0
130,126,19,224
192,17,113,128
128,174,198,0
172,22,26,226
172,23,46,91
172,23,46,54
172,20,14,44
172,21,133,0
172,20,20,184
172,21,152,64
192,17,46,0
172,20,19,51
72,36,80,4
192,17,80,80
172,20,8,0
130,126,17,12
172,22,175,0
130,126,18,241
172,21,178,92
172,21,144,32
130,126,88,234
128,174,84,240
172,20,18,83
172,21,115,26
172,20,96,128
172,21,248,32
130,126,18,5
130,126,14,160
128,174,19,84
172,22,26,225
128,174,176,75
130,126,16,187
130,126,16,224
172,21,89,64
72,36,80,20
172,20,38,240
128,174,53,51
172,21,166,36
192,17,80,0
130,126,19,0
128,174,61,192
128,174,39,0
172,21,91,0
172,21,126,160
192,17,69,195
192,17,69,197
172,20,14,14
192,17,168,0
172,20,106,32
172,22,106,48
192,17,120,128
130,126,17,158
172,21,178,6
172,20,41,56
172,22,220,0
172,22,209,0
128,174,162,101
192,17,15,128
172,20,19,47
172,21,158,128
128,174,101,192
172,20,102,248
172,22,56,0
128,174,19,106
130,126,88,148
172,21,24,233
172,21,134,0
130,126,0,112
172,21,25,124
172,20,19,93
192,17,66,93
172,21,5,0
130,126,17,65
172,20,19,162
172,20,94,8
172,21,102,192
128,174,101,139
130,126,2,34
172,20,19,135
128,174,141,207
172,21,182,192
128,174,122,136
172,22,49,0
172,22,137,224
130,126,17,16
172,20,100,50
172,21,24,27
172,21,110,8
130,126,19,92
130,126,88,92
130,126,18,9
172,21,80,48
130,126,14,192
172,23,81,64
172,21,166,6
130,126,18,125
172,23,2,24
172,21,64,88
128,174,38,104
172,21,178,68
200,11,75,75
172,20,20,250
172,20,105,152
192,17,82,104
130,126,19,160
172,20,18,64
172,20,96,16
130,126,19,125
172,21,143,0
130,126,18,247
192,17,247,234
172,20,18,50
172,16,85,112
172,21,178,18
130,126,104,0
192,17,9,32
130,126,66,0
128,174,214,192
128,174,179,144
172,23,7,0
172,21,68,112
172,21,97,64
172,22,115,192
172,20,14,59
172,21,155,224
172,20,103,116
172,20,19,53
172,23,46,122
128,174,250,144
130,126,89,247
172,23,47,20
192,17,67,95
128,174,176,26
172,22,217,0
172,21,119,96
172,20,102,104
192,17,69,209
172,21,119,61
172,21,131,192
172,21,53,0
172,21,198,192
130,126,15,184
128,174,151,211
172,22,26,207
172,20,19,44
128,174,151,199
192,17,98,32
172,20,102,232
128,174,67,240
192,17,19,16
128,174,67,160
172,20,18,59
172,21,247,0
130,126,89,254
172,20,150,0
128,174,3,0
192,17,66,74
130,126,16,238
172,21,153,0
172,20,14,91
172,22,4,0
172,20,151,176
172,21,178,63
172,21,24,160
172,20,38,8
192,17,212,128
172,22,161,128
130,126,16,10
172,20,105,224
172,21,38,128
172,20,18,9
192,17,67,8
10,225,246,0
172,21,188,0
130,126,90,136
172,20,14,64
128,174,38,124
172,23,46,120
172,21,166,3
192,17,10,192
172,21,115,21
128,174,122,33
172,22,26,15
130,126,90,158
192,17,67,86
130,126,17,111
172,22,150,0
130,126,89,30
172,21,234,0
172,20,48,56
172,23,106,0
192,17,12,96
130,126,18,48
130,126,103,0
128,174,180,112
128,174,75,212
130,126,18,1
192,17,67,77
128,174,122,44
172,20,104,12
172,20,48,140
128,174,141,200
128,174,151,196
172,21,119,188
172,20,103,244
192,17,122,224
192,17,66,79
172,20,100,34
172,22,160,0
130,126,88,127
172,22,26,16
192,17,115,128
128,174,122,17
128,174,215,0
172,23,120,128
172,20,48,104
172,21,64,192
128,174,134,0
172,21,119,123
172,20,104,148
172,21,119,230
130,126,149,128
172,20,102,84
128,174,146,117
130,126,19,181
172,21,224,0
172,23,103,128
192,17,90,176
172,20,101,24
128,174,95,137
130,126,14,128
128,174,19,69
172,22,106,32
128,174,138,0
172,20,36,240
72,36,67,64
172,23,135,32
172,22,16,0
130,126,16,236
172,20,100,196
172,21,145,160
130,126,88,174
192,17,113,32
172,21,115,36
172,23,86,32
172,21,134,128
130,126,89,0
128,174,200,224
128,174,199,0
172,21,124,64
130,126,18,34
130,126,89,10
172,20,19,128
128,174,176,198
172,21,97,32
192,17,67,74
172,23,106,128
172,21,119,36
172,21,64,80
130,126,238,0
128,174,67,121
130,126,19,249
128,174,180,48
128,174,122,196
192,17,69,214
172,21,239,192
172,22,26,63
172,21,90,0
128,174,146,44
172,21,68,128
130,126,3,128
172,21,194,165
130,126,91,39
130,126,19,99
172,23,98,128
172,20,102,148
128,174,94,192
128,174,122,98
172,20,14,143
172,23,9,0
128,174,19,146
130,126,18,105
130,126,156,192
172,23,89,0
130,126,91,243
172,20,19,71
130,126,19,25
128,174,151,246
172,22,26,28
130,126,88,200
172,23,3,80
130,126,88,166
128,174,162,171
192,17,66,87
128,174,44,0
128,174,111,0
130,126,19,210
172,21,145,0
130,126,19,144
172,20,101,32
172,20,105,192
130,126,88,249
192,17,18,104
172,21,148,0
192,17,68,96
128,174,250,9
192,17,90,160
172,23,6,128
172,20,29,0
192,17,189,249
172,22,26,29
172,21,159,64
172,20,104,200
128,174,151,193
130,126,19,172
128,174,0,40
172,21,25,14
172,22,210,0
172,20,102,132
192,17,116,0
128,174,20,64
128,174,151,103
