172,20,28,96
172,20,19,222
130,126,72,0
128,174,250,128
172,20,100,92
128,174,0,22
172,21,145,128
172,20,48,24
130,126,196,0
172,20,41,32
172,20,96,160
172,20,41,112
172,20,103,32
130,126,125,0
192,17,53,0
172,20,19,50
172,20,29,128
172,20,102,152
128,174,201,0
172,23,2,8
172,20,19,13
172,20,48,96
192,17,60,8
72,36,83,0
172,16,80,128
192,17,118,96
192,17,45,192
150,2,0,0
172,20,102,92
172,20,25,244
172,23,97,128
172,21,186,224
172,20,48,0
172,21,247,240
172,20,39,16
172,21,122,48
172,20,19,106
172,22,220,224
172,21,194,240
172,20,101,104
172,21,7,128
172,22,81,128
172,20,48,16
172,20,48,252
172,21,45,0
172,20,41,160
72,36,80,76
172,23,18,0
172,22,65,0
130,126,148,64
172,20,19,252
172,23,101,0
172,21,70,0
192,17,244,160
172,21,48,0
172,20,36,144
172,21,126,128
172,21,155,192
172,21,187,192
172,21,102,112
172,20,104,240
172,20,19,141
128,174,67,96
172,21,187,224
72,36,64,160
172,22,173,128
172,20,102,72
128,174,180,128
172,20,37,16
172,21,124,16
130,126,0,145
72,36,81,32
192,17,189,128
192,17,16,14
172,22,81,0
72,36,127,188
130,126,40,128
172,20,19,239
192,17,234,128
172,22,124,112
172,20,100,12
172,20,101,68
128,174,44,128
172,23,1,0
128,174,1,160
128,174,194,0
128,174,212,0
172,20,106,180
128,174,9,192
172,22,115,176
130,126,115,0
172,20,102,104
130,126,120,0
192,17,115,192
172,20,2,128
172,20,36,192
172,22,133,112
130,126,15,64
172,23,68,0
172,22,9,64
172,21,161,128
192,17,212,128
172,20,102,84
172,20,19,105
172,20,100,224
172,20,19,103
130,126,0,240
172,21,242,0
172,20,105,84
172,20,28,120
172,21,244,64
10,192,0,0
172,20,151,96
172,21,194,176
172,21,58,0
172,20,12,0
172,20,105,176
128,174,147,0
172,22,112,64
172,21,122,64
172,23,128,0
192,17,37,176
172,20,19,85
192,17,88,192
172,20,105,244
172,23,90,0
130,126,150,192
128,174,188,0
172,21,194,152
128,174,252,64
192,17,87,192
192,17,65,0
172,20,19,63
172,21,125,128
128,174,0,12
192,17,18,64
172,21,5,0
192,17,81,128
192,17,2,64
172,21,123,128
172,20,151,8
128,174,20,224
172,23,40,0
130,126,0,140
72,36,80,44
172,20,151,0
172,21,224,0
128,174,81,240
172,20,102,56
128,174,180,112
172,20,48,8
172,22,46,192
128,174,81,224
192,17,64,128
172,20,48,156
130,126,75,0
192,17,14,0
172,20,28,32
172,21,66,0
128,174,81,128
172,22,9,32
172,22,94,0
192,17,16,12
130,126,3,224
172,20,48,200
128,174,9,32
172,21,153,120
192,17,113,0
172,23,15,0
128,174,20,48
172,21,191,64
172,22,124,64
172,21,238,0
172,23,13,0
128,174,250,0
192,17,81,104
172,20,19,234
172,21,127,176
172,22,219,192
172,20,19,54
128,174,46,64
130,126,0,171
192,17,93,0
130,126,156,64
130,126,156,112
172,21,129,160
192,17,117,32
128,174,180,0
172,20,39,128
192,17,121,160
